最早   14
唯物   15
唯物论   6
物论   7
米利   2
米利都   2
数理   3
神秘   15
毕达哥   2
毕达哥拉   2
毕达哥拉斯   2
拉斯   11
倡   12
快乐   9
乐论   2
契约   1
说   253
伊壁   1
伊壁鸠鲁   1
花园   3
反对   14
享乐   5
享乐主义   2
主义   496
主张   36
寡欲   1
美德   2
有神   3
命   9
世界   157
世界主义   3
斯多噶   1
尤其   28
三   73
哲   5
苏格拉底   4
格拉   4
拉底   5
柏拉   8
柏拉图   8
拉图   8
亚   5
里斯   11
斯多德   3
多德   7
师生   2
三代   2
智者   5
诡辩   2
犬儒   1
犬儒学派   1
儒学   14
居勒尼   1
麦加   1
加拉   1
合称   1
三个   20
小苏   1
雅典   2
学园   2
逍遥   6
灿若群星   1
群星   1
以后   22
全部   20
西方   144
西方哲学   6
本体   19
本体论   5
认识   87
认识论   3
方法   78
方法论   14
唯心   5
唯心主义   3
唯物主义   7
物主   8
形而上   7
形而上学   2
上学   2
辩证   14
辩证法   4
证法   4
开   14
法门   3
沾   1
溉   1
后学   1
永垂不朽   1
不朽   9
东周   1
春秋   12
春秋战国   4
战国   6
战国时代   2
十家   1
九流   2
中华   14
中华民族   7
东亚   1
亚文化   3
文化圈   1
光荣   3
骄傲   2
道   97
儒   15
墨   2
法   37
四大   11
大家   16
大显   1
显学   2
道家   31
老子   16
庄子   44
黄   11
老派   2
宋   14
尹   3
杨   4
朱   8
前   36
二   56
后   102
别派   1
已   76
兼取   2
取法   1
法家   3
儒家   47
八   12
子   11
张   18
思   37
颜   5
氏   23
孟   3
漆雕   1
仲   2
良   2
孙   5
乐   97
最重   14
重要   122
荀子   7
墨家   3
重   62
勤苦   1
苦力   1
力行   3
非   29
攻   3
宽恕   1
管子   2
先驱   3
商鞅   1
申不害   1
术   25
慎到   1
势   7
韩非   1
兼   4
五派   1
四家   2
争论   6
事关   2
全局   1
国家   27
命运   18
重大   10
伦理   18
政治   109
经济   73
问题   193
名家   1
阴阳   11
阴阳家   1
偏重   6
思维   47
逻辑   26
自然哲学   6
思辩   2
兵家   1
农家   1
足食   1
足食足兵   1
这事   1
关人   2
人民   59
死活   1
政权   2
存亡   1
实际   86
利害   2
进行   86
专门   10
上升   7
升为   2
哲理   14
纵横家   1
外交   4
游说   1
专家   5
杂家   1
体现   87
趋势   15
小说   121
小说家   6
街谈巷语   1
民间   38
议论   7
民间文学   1
国文   29
主要   90
特征   85
因之   3
放射   3
放射出   2
射出   7
出奇   1
奇光异彩   3
异彩   7
诗经   25
中风   1
风雅   1
风雅颂   1
三种   13
诗体   1
诗   217
贵族   6
庙堂   2
祭祀   5
十五   11
国风   3
十五个   1
五个   7
地方   16
楚辞   10
中   745
屈原   10
玉   11
作品   379
明显   38
散文   71
史传   20
特色   19
大悲   3
悲剧   28
家   25
大喜   2
喜剧   6
许多   78
男女   4
抒情   43
抒情诗   14
情诗   15
诗人   30
散文家   3
文家   3
都   265
欧美   4
全世界   9
楷模   3
创作   293
创作方法   4
现实   178
现实主义   51
浪漫   29
浪漫主义   19
学样   6
样式   32
剧   5
史   48
上树   1
树起   1
第一   47
第一个   5
高峰   9
不愧   2
不愧为   1
愧为   1
童年   8
童年时代   3
年时   7
代发   3
发育   3
最   71
正常   6
丰美   1
美的   55
花   6
此前   2
古巴   1
古巴比伦   1
巴比   1
巴比伦   1
古埃及   3
埃及   7
古印度   1
印度   8
古   23
希伯莱   1
征服   8
征服者   3
继承   16
继承者   1
对立   25
立于   6
希腊文   2
古罗马   8
罗马   24
作出   29
特殊   58
贡献   15
中古   3
封建   7
封建社会   1
欧洲   28
基督   12
基督教   4
建立   33
蛮族   1
入侵   3
断层   1
废墟   2
上   402
神权   3
至上   3
神秘主义   2
专制   4
专制主义   1
横行   1
世   33
生产   82
生产力   11
均遭   1
遭到   3
严重   8
压抑   6
阻滞   1
亚洲   1
北非   1
阿拉   6
阿拉伯   6
拉伯   9
奥斯曼   1
帝国   5
为主   35
相对   56
对开   1
开明   1
统治   14
比较   75
比较繁荣   3
较繁   3
烈度   1
适当   4
阶级   19
斗争   36
交融   16
带来   20
光辉灿烂   1
灿烂   1
建树   5
多姿   5
多姿多彩   1
多彩   8
多彩的   7
足以   11
第二   33
第二个   2
二个   3
化   57
一部   42
全唐诗   1
唐诗   6
诗圣   1
杜甫   6
诗仙   1
李白   6
佛   6
王维   1
杰作   8
十几   5
十几个   1
诗艺   5
境   16
最为   15
雄辩   2
古典   55
诗学   17
六大   4
味   8
韵   4
庄严   3
曲   7
语   31
程式   5
合适   3
小派   2
猜测   7
惊奇   1
庞大   3
繁密   1
体系   30
许   7
多名   1
名著   6
阿拔斯   1
斯王   1
王朝   1
鼎盛   1
鼎盛时期   1
盛时   1
时期   67
文学批评   3
批评   57
八种   1
历史   238
施教   1
修辞   2
阐释   57
语言   157
共   12
型   14
阿拉伯人   1
下   85
波斯   1
鲁达基   1
菲尔   1
尔多   1
西   12
内   28
扎   3
米   5
海亚姆   1
萨   6
迪   5
哈菲兹   2
纳   11
鲁   7
贾   2
宫廷   2
地区   15
爱情   9
爱情诗   1
苏   12
菲   3
大都   6
享有   5
世界性   3
声誉   3
定评   1
文艺复兴   23
复兴   31
后来   27
后来居上   3
先行   3
先行一步   1
一步   43
跨入   3
资本   10
资本主义   8
本主   17
更   147
自觉   43
普遍   50
更具   6
具有   132
严密   4
密组织   1
组织   17
形态   84
影响   131
影响力   3
国际   8
意义   169
纷纷   2
应运   3
应运而生   3
文化史   6
舞台   16
台上   4
扮演   2
演出   21
一幕   1
一幕幕   1
生动   27
生动活泼   1
活泼   5
威武   3
威武雄壮   1
雄壮   1
绚丽   2
绚丽多彩   1
话剧   5
两个   43
奴隶主   1
地主   1
农民   4
近现代   3
现代   118
现代文   4
创造者   4
资产   7
资产者   2
产者   5
小资   1
无产   2
无产者   1
联合   4
化形   7
形成   82
第三   24
第三个   2
包括   50
几百   7
几百万   3
几百万年   3
百万   3
百万年   3
万年   7
史前   8
史前史   2
前史   3
几千   3
几千年   3
千年   9
文明史   6
明史   7
经济史   1
政治史   2
宏观   14
看   77
加速   10
加速度   2
速度   4
进化   11
进化史   2
物质   28
积累   13
不到   6
一万   1
一万年   1
大大   9
大大超   2
超过   8
漫长   9
缓慢   3
以来   40
五百   3
五百年   1
百年   16
化成   7
成就   31
前此   2
近   11
总和   3
精神界   3
神界   3
特有   10
规律   57
巨大   25
大生   2
生命   105
生命力   9
断开   1
开发   1
面对   31
宇宙   28
当之无愧   1
无愧   6
豪迈   3
全   27
共产   12
共产主义   7
共产主义者   2
主义者   12
进步   19
坚持   20
革命   31
乐观   6
乐观主义   1
论据   1
近百   2
近百年来   1
年来   15
数量   10
以往   24
质量   19
总体   25
总体而言   1
提高   32
独立性   9
富于   12
价值   115
人性   11
光   4
辉   2
新   125
发现   63
解放   10
奴役   3
获得   55
自由   49
摆脱   17
金钱   1
集体   21
无意   21
无意识   10
意识   154
拜物教   1
束   2
缚   2
逐步   7
动物   51
动物界   5
走出   3
异化   6
困境   2
快速   4
十六   6
十六世纪   3
六世   6
六世纪   5
世纪   100
化发展   1
犹如   6
三级   1
三级跳   1
三级跳远   1
跳远   1
撑杆   1
撑杆跳   1
撑杆跳高   1
跳高   1
宗教改革   1
教改   2
改革   15
成功   23
新教   2
路德   1
加尔文   1
圣公会   1
公会   1
会派   1
伦理思想   1
思想   134
推动   12
培根   5
偶像   3
崇尚   6
知识   30
实验   1
提倡   15
理性   63
归纳   6
哲学流派   1
佛罗伦   1
佛罗伦萨   1
威尼   3
威尼斯   3
尼斯   4
绘画   45
莎翁   2
戏剧   50
拉伯雷   3
塞万提斯   5
十七   7
十七世纪   4
七世   5
古典主义   24
莫里   3
莫里哀   2
洛克   11
经验   55
经验论   1
斯宾诺   1
斯宾诺莎   1
义   42
泛神论   1
神论   2
笛卡尔   3
卡尔   3
理性主义   4
怀疑   11
怀疑论   2
莱布   1
莱布尼茨   1
布尼茨   1
客观   62
客观唯心   2
客观唯心主义   1
唯理论   1
十八   6
十八世纪   5
八世   6
八世纪   6
启蒙   9
运动   38
伏尔泰   1
孟德斯鸠   1
德斯   1
卢梭   1
百科   4
书   76
十九   14
十九世纪   13
九世   14
九世纪   14
全面   18
纷呈   6
辈出   2
歌德   7
贝多   1
贝多芬   1
巴尔   6
巴尔扎   3
巴尔扎克   2
扎克   2
托尔   5
托尔斯   3
托尔斯泰   3
尔斯   11
…   94
大发   2
进化论   3
细胞   2
细胞学   1
能量   5
能量守恒   1
守恒   1
律   20
几十   2
几十个   2
十个   3
新学   3
学科   107
创立   4
新发   4
社会科学   12
经济学   15
济学   15
政治学   15
治学   15
社会学   26
新创   1
德国   18
英国   20
法国   32
空想   1
空想社会   1
社会主义   48
会主   50
极为   20
杰出   13
马克   51
马克思   51
恩格   17
恩格斯   17
格斯   18
来源   8
创造性   21
整合   26
有史以来   2
多年   9
经历   20
马   25
恩   13
列斯   1
毛   8
邓   3
东方   23
方形   1
若干   8
争议   4
议和   2
很大   12
正统   3
正统派   1
修正   15
正派   1
教条   2
列宁   3
列宁主义   1
考茨基   2
伯恩   2
伯恩斯   2
伯恩斯坦   1
恩斯   5
斯大林   1
大林   1
托   11
洛斯   1
基   5
布哈林   1
执政   1
共产党   4
党派   2
在野   1
参政   1
党内   1
党内外   1
内外   5
知识分子   4
分子   6
学者   129
组成   20
马克思主义   31
奥马   1
法兰   2
法兰克   2
法兰克福   2
兰克   2
青年   11
义学   19
存在   127
存在主义   3
义马   3
结构   74
结构主义   9
心理   103
分析   81
实证   8
实证主义   4
左派   1
学习   20
使命   11
正确   34
深刻   64
评说   2
各家   3
各派   6
是非   16
功   14
经验教训   1
教训   7
高层   6
层面   31
东西   54
东西方   2
理论家   14
实践   64
实践家   1
必须   73
承担   3
个人   60
坚信   1
科学性   3
革命性   1
高度   23
统一   47
实践性   1
理论性   2
完美   28
结合   48
最大   19
大公   1
大公无私   1
无私   2
性   193
全方位   2
方位   2
开放   37
开放性   18
潜力   3
前程   1
更为   39
遥远   5
未来   17
岁月   2
里   65
必将   4
大源   1
源泉   11
汲取   9
活力   15
创造性地   9
性地   12
批判   33
吸收   8
反   46
诸   32
大大超越   1
超越   42
实现   43
大同   10
崇高   16
决定   31
决定性   1
定性   6
其文   12
共同   17
同创   1
不可   112
可能   130
少数   6
数天   2
包打   1
包打天下   1
打天下   1
天下   34
独自   3
完成   15
同理   3
结束   10
真理   23
垄断   1
真善美   7
比较而言   4
各不相同   3
相同   16
很   91
不平   3
差距   1
极大   12
认真   22
一种   361
客观事实   1
事实   48
历史学   11
史学   86
比较文学   2
运用   58
正大   2
英雄   28
用武   2
用武之地   1
有益   15
有益于   8
益于   11
穷尽   1
外   52
奥秘   3
美妙   3
认为   114
阶级斗争   3
斗争史   3
根本   51
归结   5
归结为   3
结为   3
历   7
从事   9
科学研究   2
某种意义   15
大系   1
包含   10
多子   2
子系统   6
个子   1
若干层   1
层次   39
复杂   66
构造   8
强调   87
一子   1
一层   9
得出   12
结论   26
换   7
前提   15
视角   15
一重   2
点   14
时   192
会   126
合起   5
起来   54
较完整   1
完整   20
更是   31
生   48
产   2
科技   5
发展史   3
目的   42
和谐   28
退化   4
演化   10
化为   21
对抗   7
冲突   22
互相   18
相依   2
依存   6
妥协   2
协和   1
转化   15
互助   3
荣   12
均衡   1
没有   127
水   20
便   88
有生   8
火   9
发明   9
利用   8
人猿   2
相   52
揖别   1
无机   1
无机物   1
有机   17
有机物   1
胚胎   2
反过   9
过来   12
来说   48
同样   43
太阳   6
强大   10
能源   1
生物   12
无从   3
无法   29
生存   30
地中   2
地中海   1
中海   1
海爱琴   1
爱琴   1
爱琴海   1
有底   1
底格里斯   1
底格里斯河   1
格里   3
格里斯   1
斯河   1
幼发拉底   1
幼发拉底河   1
尼罗   2
尼罗河   2
印度河   1
恒河   1
黄河   15
长江   4
文明古国   1
古国   1
哺乳   4
降临   1
临人   1
人世   5
数千   2
数千年   2
年历   1
历史风云   2
风云   4
横   3
览   3
五大   3
五大洲   1
大洲   1
奇景   1
不难   25
派系   5
系统对   1
母   5
统和   3
通常   9
所说   37
大小   18
背景   23
阐释学   4
所谓   57
语境   9
确实   32
实存   2
内在   44
依存性   3
微妙   13
对应   14
关系   134
真   28
善   11
美   47
想为   2
一维   1
时间   50
三维   4
三维空间   2
维空间   3
空间   33
分类   5
座标   1
绘成   2
一幅   8
示意   3
谱系   7
图   43
再   43
去   93
照生   2
物种   1
黄白   1
黑   2
大人   3
人种   1
蒙古   1
欧   3
罗   7
尼格   1
尼格罗   1
格罗   2
猿人   3
至今   14
九大   2
语系   3
两千   1
两千多   1
两千多种   1
千多   1
千多种   1
多种   12
多种语言   1
界   7
大宗   2
佛教   12
伊斯   6
伊斯兰   2
伊斯兰教   1
斯兰教   1
民族性   4
佛陀   2
耶稣   1
孔子   32
现当代   5
当代   59
十大   6
定会   4
之间   102
异   14
少   9
大体   6
假说   5
尚待   1
证实   13
证伪   2
本世纪   15
例   47
高   64
以使   3
上任   2
座   2
望尘莫及   1
莫及   1
乃是   12
是因为   22
有空   1
空前   5
灾难   6
胜利   6
战胜   7
多次   3
经济危机   1
危机   8
两次   6
史无前例   1
无前   1
前例   2
浩劫   2
—   205
世界大战   2
大战   3
无数次   2
数次   2
国内   4
战争   14
大动   2
动乱   1
饥饿   1
大变   7
变革   8
终于   10
和平   9
可逆   3
世界潮流   2
潮流   8
第三次   1
三次   3
浪潮   2
迎面   1
扑来   1
电脑   3
航天   1
天时   1
遗传   2
遗传工程   1
工程   8
工业   3
信息   13
喜   8
降   2
人寰   1
出现   58
亘古   1
亘古未有   1
未有   3
爆炸   1
大地   6
地震   1
普及   16
交叉   6
交叉科学   1
边缘   7
边缘科学   1
横断   1
软科学   1
新兴   3
新兴学科   1
兴学   1
层出不穷   2
多如牛毛   1
牛毛   1
周期   3
期日   1
日益   13
缩短   1
各学科   2
相互   41
相互依赖   1
依赖   5
渗透   14
分化   4
市场   31
市场经济   13
媒   1
体   32
密切   28
切结   1
更加   36
社会化   1
现代化   12
多元   27
多元化   4
前景   3
光明   3
一生   19
三生   1
万物   32
古老   7
概括   27
对立统一   5
事物   43
无限   9
可分   4
正题   1
反题   1
合题   5
否定   21
模   4
式   39
说明   61
无穷   10
奥妙   3
历史性   11
社会存在   10
高级   6
现象   58
发生   48
过去   19
现状   3
全息   2
其本质   1
本质   44
质   18
其内   8
外部   9
美学   77
观点   28
客观存在   2
整体   41
放   9
动态   7
动态平衡   1
表述   18
感悟   3
吟   3
一首   7
六行   1
短诗   2
雅俗   8
科文   8
刚柔   5
永无   4
永无止境   3
无止境   3
止境   3
追求   51
阴   12
阳   14
演化成   1
一般说来   3
说来   10
今   16
本国   3
外国   3
雅   18
俗   14
科学主义   8
人文主义   16
自律   19
自律性   13
刚为   1
柔   5
应该   59
事实上   24
经常   8
不   243
永恒   13
矛盾   30
一过   4
过程   84
分解   3
建构   58
解构   25
重建   5
建新   1
宇宙观   2
文化观   3
观   54
实践证明   4
兴旺   2
兴旺发达   1
旺发   1
发达   40
大中   4
大中小   1
中小   1
小三   3
并举   2
左   5
右   4
三流   2
同步   2
高中   1
高中低   1
中低   1
三层   2
同构   2
互补   11
互动   1
共生   2
进   16
整个   44
良性   10
良性循环   6
循环   12
动力   11
失衡   5
雪崩   1
溃散   1
造成   21
僵滞   1
倒退   1
带   7
闹剧   1
惨剧   1
或以   4
恶性   1
恶性竞争   1
竞争   14
同归   2
同归于尽   2
归于   9
自杀   2
自杀性   1
分裂   3
内耗   1
瓦解   2
破碎   1
文字   38
文字狱   1
群众   30
御用   1
癌症   1
疯   1
长   23
营造   4
一统   3
超稳定   1
稳定   3
法西   3
法西斯   3
西斯   4
建文   2
万马   1
齐   8
暗   2
枯萎   1
生机   2
灭绝   2
对流   2
旧   17
置身   4
张力   6
之中   42
回避   12
关键   19
关键在于   2
在于   63
处理   49
先王   1
王   74
复古   4
复古主义   1
未来主义   1
古典派   2
现代派   8
颂古非今   1
厚今薄古   2
提出   72
背道而驰   1
趋   3
极端   14
端的   2
合理   24
一面   13
荒谬   3
另一面   1
新旧   10
争   64
不能   111
简单   38
简单化   7
等同   7
等同于   4
同于   12
善恶   11
美丑   2
不一   14
落后   6
腐朽   1
反动   3
如今   2
意味   51
意味着   19
时髦   2
浅薄   1
堕落   2
切要   2
放回   3
具体   74
具体分析   2
孔   8
学   46
保守   7
保守主义   1
惰性   6
力   27
寄托   4
赞助   2
革新   2
唐宋   10
唐宋古   1
古文   7
为名   2
恢复   4
文以载道   2
载道   8
实   30
康   7
梁   3
今文   2
公羊   1
公羊学   1
改制   1
变法   2
变法维新   1
维新   4
提供   42
运动包   1
七星   1
诗社   1
在内   11
奠基   2
文坛   6
英法   1
过激   2
激烈   8
古今之   9
断断   3
断断续续   1
断续   1
一百   2
一百多   1
一百多年   1
百多   7
百多年   5
直到   5
初   9
厚   9
转败为胜   1
取代   11
盟主   2
地位   51
五十   5
五十年   2
十年   32
代   11
新批评   1
爆发   3
胜   10
负   1
相容   5
容忍   1
对方   2
长处   2
分工   10
分工合作   2
合作   10
佳话   1
自觉性   2
来临   1
其实   46
古往今来   1
超凡   1
超凡脱俗   1
脱俗   2
巨人   6
向来   4
门户   5
门户之见   3
兼收   3
兼收并蓄   3
转益多师   1
不薄   1
今人   3
爱   14
古人   10
踏倒   1
藩篱   1
狂飙   2
旗手   3
主帅   1
出入   1
数   5
融合   23
感情   20
感情用事   1
迫切   5
切到   1
救亡   3
服务   18
保持   26
清醒   5
头脑   9
健全   3
相当   58
困难   14
常以   3
片面   16
片面性   3
开辟   3
道路   10
理   30
在实践中   3
展开   30
当局   1
当局者   1
当局者迷   1
误区   4
盲点   2
实在   15
太多   2
完全   35
完全避免   1
避免   13
不该   1
悲喜   2
悲喜剧   2
素质   3
低   7
条件   44
成熟   27
转型   8
三百   9
三百年   2
由南向北   1
南向   1
兴和   3
民族语   1
民族语言   1
拉丁   1
拉丁语   1
从容   6
从容不迫   1
功业   3
日本   15
明治   2
明治维新   2
年   161
七个   1
达成   1
言语   6
一致   16
口语   6
口语化   1
目标   18
匆忙   1
艰难   5
中间   7
国粹   1
还   129
曾经   23
停滞   3
数年   1
五四   15
五四运动   2
动到   1
抗战   2
只用   1
二十   17
二十年   1
白话   10
白话文   4
相关   51
文白   1
格律   3
新旧观念   1
旧观   1
观念   104
表面   4
面上   18
快刀   1
快刀斩乱   1
快刀斩乱麻   1
乱麻   1
实质   19
留下   7
后遗   1
后遗症   1
夹生   1
夹生饭   1
生饭   1
反复   27
纠偏   2
补课   1
反思   19
得失   5
得失成败   1
成败   2
坛   1
模式   47
平行   7
席勒   4
人道   6
人道主义   3
令人   39
景仰   1
态势   7
排斥   6
格局   37
既有   30
有成   7
有失   3
失败   1
种种   25
论争   8
离不开   9
不开   17
正在   19
宽容   3
互   9
重传   2
轻   12
理智   3
情欲   5
功利   16
虚   21
内容   73
形式   145
再现   30
表现   263
中庸   5
明晰   5
晦涩   2
芜   1
乱   4
针锋   2
针锋相对   2
摩登   1
直觉   15
纯美   1
自我   44
直白   1
朦胧   5
骚动   1
各有千秋   2
千秋   2
互有   1
有所   30
短   2
一概   1
一概而论   1
而论   6
全盘   5
肯定   20
全盘否定   1
不宜   3
表面化   1
加以   47
调和   9
折衷   4
唯一   13
一正   1
态度   49
中和   10
深层   13
深入   29
深入分析   1
之后   34
创新   9
优化   2
优化组合   1
组合   14
扬弃   8
派性   1
性色   4
色盲   1
跨越   4
代沟   1
合金   1
合金钢   1
金钢   1
聚合   3
现出   63
出新   7
古旧   1
现实生活   21
生活   177
变成   15
当代史   2
参与   19
现今   2
时间推移   1
推移   2
变   23
一部分   22
部分   62
理上   6
每天   1
天都   1
底下   3
新鲜   4
概叹   1
走进   9
一条   11
河流   2
真情   2
新陈代谢   2
代谢   3
间   19
决不   9
决不能   2
庸俗   6
庸俗化   1
俗化   7
绝对   11
绝对化   2
概念   37
判断   13
划等号   1
而后   18
途径   17
矛盾的特   1
特殊性   8
千差万别   2
决非   3
仅   13
弑父   1
取而代之   3
公式   4
破旧   2
破旧立新   1
立新   3
除旧   1
除旧布新   1
之外   34
推陈出新   3
蜕   1
旧瓶新酒   1
古树   1
新花   1
杂交   5
杂交种   1
方式   99
剧变   1
突   1
渐   4
嬗变   3
领域   52
兴衰   2
流变   4
题材   43
技巧   19
戴   2
天   49
排   3
唯我   1
独   12
称霸   3
位移   2
逐渐   15
增   3
树   6
愈长   1
愈   13
枝繁叶茂   1
叶茂   1
繁衍   7
子孙   1
众多   10
五世   4
堂   8
人丁   1
人丁兴旺   1
文艺家   2
家族   7
中正   3
散文诗   1
自由诗   1
格律诗   2
律诗   2
派送   1
送进   1
火葬   1
火葬场   1
骚   1
歌赋   1
唐诗宋词   1
宋词   6
元曲   3
明清   12
民歌   4
依然   5
活   9
读者   46
诵读   2
京剧   1
广播   2
广播剧   1
电影   52
电视   72
录相   1
录相带   1
祖孙   1
祖孙三代   1
各显神通   1
神通   2
各得其所   1
力量   37
力量对比   2
对比   26
变化   61
决不会   2
不会   23
外力   2
全消   1
消灭   4
遗忘   2
内涵   22
可多可少   1
可大   2
可大可小   1
话语   20
术语   9
转   5
因时   2
因时因地   1
考察   13
细心   1
心品   1
品鉴   2
选择   42
根源   11
内部矛盾   3
事理   1
社会意识   4
会意   5
心性   4
早已   11
公认   9
无须   3
赘言   1
共识   3
尚须   1
申述   1
数组   1
喜新厌旧   1
求新   1
嗜   1
鹜   2
怀旧   1
旧恶   1
恋旧   1
崇   3
守旧   2
殉   2
贱   4
媚   5
诬   1
厚古薄今   1
贵古贱今   1
仇   1
这种   245
运   4
动   18
制约   27
会心   4
风尚   3
审美   142
情趣   7
轨迹   2
有如   8
如心   2
心电   1
心电图   1
电图   2
脑电图   1
高低   1
起伏   4
波   36
伏   5
曲线   12
钟摆   3
左右   17
来回   3
周期性   1
摆动   5
螺旋   6
螺旋式   2
重复   14
立体   12
规则   11
必然   61
必然性   3
不规则   1
偶然   10
偶然性   2
多维   3
多维度   2
维度   2
多层   8
多层次   7
复合   4
火车   2
火车头   1
车头   1
走   10
直线   2
同上   5
上述   19
类似   13
大为   1
简化   4
平面   18
投影   2
扭动   1
动身   1
身躯   2
变速   3
速变   1
变形   4
形   38
由此   23
更进一步   3
进一步   34
推导   3
导出   2
一元   4
一元化   2
双   24
源   15
合力   10
即是   6
彻底   9
辩证唯物   2
辩证唯物主义   1
历史唯物主义   2
指   40
内因   4
外因   4
导致   32
基因   9
顺境   3
演   10
二者   9
合一   36
需要   93
源于   28
毛泽东   8
延安   2
延安文艺座谈会   1
座谈   2
座谈会   2
会上   3
讲话   4
源流   4
辩   3
不够   16
注意   47
未能   14
高扬   8
主体   82
主体性   3
体性   10
主动   8
主动性   2
独创   8
独创性   7
太   17
尊重   13
立马   1
主   25
尽其   4
反复强调   3
人们   168
生来   2
遇到   4
现存   7
资料   11
只能   22
出发   17
思考   28
从未   6
降为   1
为政   8
附庸   3
奴婢   3
特   15
强   20
再生   12
再生力   1
生力   1
超   30
几何   5
几何级数   1
级数   1
秦始皇   2
始皇   4
焚书   1
焚书坑儒   1
坑儒   1
希特   1
希特勒   1
特勒   1
黑色   4
恐怖   2
不了   7
家学   4
犹太   4
一经   6
不可逆转   1
逆转   2
传播   14
特性   29
丰富   83
快   7
本身   78
已成   13
直接   60
间接   62
更为重要   2
为重   5
驱   6
才能   56
作用   92
归根   4
归根结底   2
根结   3
反映   59
需求   18
却是   12
阅读   9
活动   72
离开   8
俄国   9
高尔基   4
仍   43
造就   8
尔   35
发挥   23
主观   24
观战   2
战斗   9
千千   1
千千万   1
千千万万   1
千万   3
万万   1
流浪   1
流浪汉   1
脱颖   2
脱颖而出   2
全集   4
汇入   3
宝库   2
后来者   3
来者   3
科学技术   2
技术   34
第二性   3
来源于   3
重要性   11
随时   2
原来   5
能否   4
誉为   3
值得   31
希腊神话   8
话本   10
取之不尽   2
不尽   6
不厌   1
视之为   1
之为   12
轻视   4
贬低   1
弊   2
正是   96
鉴   4
于此   13
降低   3
从属   8
属地   2
失   7
时效   1
公允   2
代替   5
各阶   1
军事   5
无数个   1
数个   2
平行四边   1
平行四边形   1
四边   1
四边形   1
合在   13
合在一起   12
一起   34
有始无终   2
无终   2
盛衰   2
普遍性   9
本种   1
本部   1
本民   6
异民族   1
曾   68
有无   8
碰撞   6
欺压   1
有源   1
源远流长   1
远流   1
流长   1
和亲   1
结盟   1
交流   17
友谊   1
充实   11
同化   3
渐渐   7
大家庭   1
家庭   7
结成   1
地球   4
地球村   2
翻开   1
新的一页   1
一页   1
范围   19
南北   5
种性   4
性质   31
告别   4
中华文明   2
华文   2
凝聚   2
结晶   2
传播方式   2
温和   1
文雅   1
通商   1
海盗   1
殖民   6
强制   5
高阶   3
异质   5
今后   10
决   4
自愿   1
自主   4
原则   56
促进   22
未经   1
不幸   3
争过   2
过火   3
两败俱伤   1
沉痛   2
印第安   3
大多   30
大多数   16
多数   19
